999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99972	0.00000	0.00000	0.00000	0.00028
2	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
3	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
4	0.00000	0.93883	0.00000	0.00350	0.00000	0.05768
5	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	0.00000	0.99972	0.00000	0.00000	0.00000	0.00028
7	0.00000	0.99955	0.00000	0.00000	0.00000	0.00045
8	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
9	0.00000	0.99993	0.00000	0.00000	0.00000	0.00007
10	0.00000	0.00000	0.00000	0.00233	0.99767	0.00000
11	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
12	0.00000	0.37553	0.00000	0.26680	0.00000	0.35767
13	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
14	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	0.00000	0.99982	0.00000	0.00000	0.00000	0.00018
16	0.00000	0.99405	0.00000	0.00006	0.00000	0.00590
17	0.99994	0.00000	0.00000	0.00000	0.00006	0.00000
18	0.99263	0.00000	0.00000	0.00005	0.00731	0.00000
19	0.00000	0.99361	0.00000	0.00004	0.00000	0.00635
20	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	0.00005	0.00001	0.00009	0.98447	0.00701	0.00837
22	0.00000	0.95046	0.00000	0.00053	0.00000	0.04900
23	0.99990	0.00000	0.00000	0.00000	0.00010	0.00000
24	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
25	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
26	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
27	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
28	0.00000	0.99965	0.00000	0.00000	0.00000	0.00035
29	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
30	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
31	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
32	0.00000	0.99746	0.00000	0.00001	0.00000	0.00254
33	0.99936	0.00000	0.00000	0.00000	0.00064	0.00000
34	0.00000	0.68165	0.00003	0.08288	0.00001	0.23543
35	0.00000	0.98356	0.00000	0.00027	0.00000	0.01617
36	0.00000	0.99786	0.00000	0.00000	0.00000	0.00214
