999901_sweeps	1.000/0.000/0.000/0.000	0.000/0.000/0.000/1.000	0.000/0.500/0.500/0.000	0.250/0.250/0.250/0.250	0.500/0.250/0.250/0.000	0.000/0.250/0.250/0.500
1	0.00000	0.99985	0.00000	0.00000	0.00000	0.00015
2	0.00000	0.99998	0.00000	0.00000	0.00000	0.00002
3	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
4	0.00000	0.94203	0.00001	0.00272	0.00000	0.05525
5	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
6	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
7	0.00000	0.69125	0.00000	0.00001	0.00000	0.30874
8	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
9	0.00000	0.99996	0.00000	0.00000	0.00000	0.00004
10	0.00000	0.00000	0.00000	0.00036	0.99964	0.00000
11	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
12	0.00000	0.99676	0.00000	0.00001	0.00000	0.00323
13	0.00000	0.99997	0.00000	0.00000	0.00000	0.00003
14	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
15	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
16	0.00000	0.99904	0.00000	0.00000	0.00000	0.00096
17	0.99999	0.00000	0.00000	0.00000	0.00001	0.00000
18	0.98595	0.00000	0.00000	0.00020	0.01385	0.00000
19	0.00000	0.97357	0.00000	0.00060	0.00000	0.02583
20	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
21	0.00000	0.66321	0.00181	0.08110	0.00045	0.25343
22	0.00000	0.99169	0.00000	0.00004	0.00000	0.00827
23	0.99812	0.00000	0.00000	0.00000	0.00187	0.00000
24	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
25	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
26	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
27	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
28	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
29	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
30	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
31	0.99905	0.00000	0.00000	0.00000	0.00095	0.00000
32	0.00000	0.98331	0.00000	0.00033	0.00000	0.01636
33	0.99584	0.00000	0.00000	0.00001	0.00416	0.00000
34	0.00000	0.93327	0.00000	0.00420	0.00000	0.06254
35	0.00000	0.27990	0.00000	0.04763	0.00000	0.67246
36	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
37	0.99998	0.00000	0.00000	0.00000	0.00002	0.00000
38	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
39	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
40	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
41	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
42	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
43	0.99987	0.00000	0.00000	0.00000	0.00013	0.00000
44	0.00000	0.99546	0.00000	0.00000	0.00000	0.00454
45	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
46	0.00000	0.85102	0.00000	0.00000	0.00000	0.14897
47	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
48	1.00000	0.00000	0.00000	0.00000	0.00000	0.00000
49	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
50	0.00000	0.99910	0.00000	0.00000	0.00000	0.00090
51	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
52	0.00000	0.99995	0.00000	0.00000	0.00000	0.00005
53	0.91459	0.00000	0.00000	0.00000	0.08541	0.00000
54	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
55	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
56	0.89279	0.00000	0.00000	0.01252	0.09470	0.00000
57	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
58	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
59	0.00000	0.99951	0.00000	0.00000	0.00000	0.00049
60	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
61	0.00000	1.00000	0.00000	0.00000	0.00000	0.00000
62	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
63	0.00000	0.99994	0.00000	0.00000	0.00000	0.00006
64	0.00000	0.99814	0.00000	0.00000	0.00000	0.00186
65	0.00000	0.98416	0.00000	0.00001	0.00000	0.01583
66	0.99995	0.00000	0.00000	0.00000	0.00005	0.00000
67	0.00000	0.99999	0.00000	0.00000	0.00000	0.00001
