1	20462138
2	4751698
3	4657730
4	4034407
5	3270121
6	3240304
7	2897152
8	2083713
9	1905750
10	1840756
11	1751437
12	1687869
13	1621005
14	1478529
15	1404671
16	1289247
17	1270031
18	1234153
19	1204079
20	1185332
21	991819
22	983246
23	974066
24	855695
25	848395
26	830513
27	828115
28	818916
29	812458
30	777759
31	729079
32	727527
33	704769
34	675735
35	664043
36	663004
37	636337
38	635621
39	621365
40	620034
41	614925
42	611673
43	600083
44	600068
45	595939
46	589555
47	583468
48	580723
49	578565
50	574232
51	565793
52	561395
53	522019
54	500558
55	468354
56	460563
57	457027
58	456320
59	442673
60	441913
61	435814
62	425309
63	418742
64	415896
65	414538
66	410723
67	410324
68	399521
69	394641
70	392851
71	387736
72	385925
73	381935
74	381741
75	380777
76	374859
77	372086
78	370525
79	360527
80	358030
81	357956
82	352781
83	352024
84	351019
85	350173
86	347505
87	346195
88	342621
89	335551
90	330396
91	328029
92	323068
93	322474
94	320800
95	320732
96	319318
97	319029
98	317494
99	315404
100	314774
101	313872
102	312966
103	312306
104	309341
105	305375
106	304392
107	303603
108	302932
109	300519
110	297154
111	296044
112	293414
113	289769
114	288675
115	285879
116	284421
117	283835
118	281374
119	278732
120	278037
121	272128
122	270584
123	265887
124	265096
125	264328
126	263688
127	262521
128	261305
129	259377
130	259322
131	258413
132	258186
133	257982
134	256533
135	254843
136	253202
137	252412
138	252391
139	251790
140	251342
141	250946
142	250944
143	250841
144	250728
145	248545
146	247744
147	247296
148	247029
149	246607
150	244815
151	244813
152	244332
153	243483
154	242389
155	242369
156	241913
157	241797
158	238221
159	237743
160	236861
161	236229
162	235912
163	235357
164	235112
165	234025
166	233667
167	232106
168	229031
169	228642
170	227882
171	226730
172	226112
173	225056
174	224813
175	224655
176	223894
177	223384
178	222935
179	222621
180	222616
181	222606
182	222561
183	219015
184	218932
185	218907
186	217933
187	216380
188	216122
189	215591
190	214982
191	214807
192	213288
193	213014
194	212199
195	211800
196	211688
197	210966
198	210209
199	209342
200	207872
201	205432
202	205272
203	204544
204	204400
205	204379
206	204352
207	203836
208	203440
209	202127
210	201745
211	200700
212	200176
213	200176
214	200092
215	199785
216	199661
217	199265
218	199024
219	199022
220	197887
221	197838
222	196943
223	195883
224	195493
225	195424
226	195210
227	193891
228	193456
229	193049
230	192974
231	191926
232	191733
233	190924
234	187063
235	187059
236	186909
237	185872
238	185718
239	185338
240	184892
241	184567
242	184335
243	184293
244	182250
245	181469
246	181396
247	181231
248	180784
249	180012
250	179469
251	178800
252	178065
253	178037
254	177100
255	175572
256	175563
257	175559
258	175294
259	175154
260	175128
261	175052
262	174694
263	174631
264	174508
265	174192
266	173362
267	173205
268	172964
269	172918
270	172769
271	172730
272	172211
273	172185
274	172159
275	171891
276	171833
277	171833
278	171767
279	170990
280	170641
281	169744
282	169120
283	168983
284	168657
285	168531
286	168471
287	168334
288	168313
289	167927
290	166863
291	166853
292	166771
293	166694
294	166558
295	166108
296	165967
297	165802
298	165743
299	165632
300	165350
301	165341
302	164623
303	164610
304	164488
305	164409
306	164343
307	164286
308	163959
309	163721
310	163558
311	163525
312	163355
313	162925
314	162886
315	162873
316	162871
317	162864
318	162754
319	162468
320	162346
321	162308
322	162221
323	162052
324	161997
325	161932
326	161736
327	161581
328	161493
329	161452
330	161448
331	161306
332	161253
333	161068
334	160762
335	160708
336	160659
337	159940
338	159862
339	159799
340	159736
341	159564
342	159441
343	159399
344	159302
345	159257
346	159069
347	158857
348	158550
349	158429
350	158370
351	158277
352	157984
353	157928
354	157653
355	157221
356	157109
357	157094
358	157004
359	156851
360	156835
361	156825
362	156310
363	156253
364	156123
365	155373
366	155353
367	155214
368	154624
369	154468
370	154451
371	154366
372	154278
373	153935
374	153787
375	153753
376	153732
377	153697
378	153660
379	153408
380	153339
381	153283
382	153109
383	153101
384	152927
385	152751
386	152618
387	152189
388	152043
389	151922
390	151872
