n.pca,success
1,0.8333333333333333
1,0.8809523809523809
1,0.8333333333333333
1,0.9047619047619048
1,0.8571428571428571
1,0.9761904761904762
1,0.8095238095238095
1,0.9523809523809523
1,0.8095238095238095
1,0.9285714285714286
1,0.8095238095238095
1,0.8809523809523809
1,0.9523809523809523
1,0.6904761904761905
1,0.8809523809523809
1,0.7619047619047619
1,0.9285714285714286
1,0.9285714285714286
1,0.8809523809523809
1,0.8333333333333333
1,0.8095238095238095
1,0.8095238095238095
1,0.7142857142857142
1,0.7380952380952381
1,0.8571428571428571
1,0.8809523809523809
1,0.9285714285714286
1,0.8809523809523809
1,0.6904761904761905
1,0.7619047619047619
1,0.7380952380952381
1,0.9523809523809523
1,0.7619047619047619
1,0.8333333333333333
1,0.9047619047619048
1,0.7857142857142857
1,0.9047619047619047
1,0.7380952380952381
1,0.8809523809523809
1,0.8571428571428571
1,0.8809523809523809
1,0.8809523809523809
1,0.9523809523809523
1,0.9285714285714286
1,0.8571428571428571
1,0.9047619047619047
1,0.9285714285714286
1,0.7857142857142857
1,0.9047619047619047
1,0.8809523809523809
1,0.9761904761904762
1,0.9047619047619047
1,0.8333333333333333
1,0.9761904761904762
1,0.8333333333333333
1,0.8809523809523809
1,1
1,0.9285714285714286
1,0.9047619047619048
1,0.9047619047619047
1,0.9047619047619047
1,0.9523809523809523
1,0.9761904761904762
1,0.8809523809523809
1,0.9285714285714286
1,0.8571428571428572
1,0.8809523809523809
1,0.7142857142857143
1,0.9285714285714286
1,0.7857142857142857
1,0.9047619047619047
1,0.6666666666666666
1,0.8809523809523809
1,0.9761904761904762
1,0.9047619047619048
1,0.9761904761904762
1,0.7380952380952381
1,0.9047619047619048
1,0.8333333333333333
1,0.9523809523809523
1,0.9047619047619047
1,0.8809523809523809
1,0.9523809523809523
1,0.8809523809523809
1,1
1,0.9285714285714286
1,0.7380952380952381
1,0.7857142857142857
1,0.7857142857142857
1,0.9285714285714286
1,0.8333333333333333
1,0.8095238095238095
1,0.8333333333333333
1,0.8333333333333333
1,0.7857142857142857
1,0.8095238095238095
1,0.8095238095238095
1,0.8571428571428571
1,0.8809523809523809
1,0.9523809523809523
1,0.9761904761904762
1,0.9047619047619048
1,0.9047619047619047
1,0.8333333333333333
1,0.9523809523809523
1,0.8571428571428571
1,0.8571428571428571
1,0.8809523809523809
1,0.9047619047619048
1,0.8333333333333333
1,0.9285714285714286
1,0.8095238095238095
1,0.9047619047619048
1,0.8809523809523809
1,0.7619047619047619
1,0.9761904761904762
1,0.9285714285714286
1,0.7142857142857142
1,0.8571428571428571
1,0.9047619047619048
1,0.8571428571428571
1,1
1,0.8095238095238095
1,0.8571428571428571
1,0.9285714285714286
1,0.9761904761904762
1,0.7380952380952381
1,0.9047619047619048
1,0.9285714285714286
1,0.9047619047619047
1,0.8571428571428571
1,0.8095238095238095
1,0.9047619047619047
1,0.9047619047619048
1,0.8333333333333333
1,0.8809523809523809
1,0.9285714285714286
1,0.9285714285714286
1,0.8571428571428571
1,0.9761904761904762
1,0.7142857142857142
1,0.8809523809523809
1,0.9285714285714286
1,0.9285714285714286
1,0.8095238095238095
1,0.9047619047619047
1,0.8095238095238095
1,0.8571428571428571
1,0.7857142857142857
1,0.9523809523809523
1,0.8809523809523809
1,0.8333333333333333
1,0.8095238095238095
1,0.8095238095238095
1,0.9047619047619047
1,0.8571428571428571
1,0.9047619047619048
1,0.7857142857142857
1,0.8095238095238095
1,0.8571428571428571
1,0.8809523809523809
1,0.8333333333333333
1,0.8333333333333333
1,0.9047619047619048
1,0.9523809523809523
1,0.8333333333333333
1,0.9285714285714286
1,0.9285714285714286
1,0.8809523809523809
1,0.8571428571428571
1,0.7619047619047619
1,0.7857142857142857
1,0.6428571428571428
1,0.9523809523809523
1,0.6904761904761905
1,0.8333333333333333
1,0.7142857142857143
1,0.8571428571428571
1,0.8333333333333333
1,0.9047619047619048
1,0.8095238095238095
1,0.9047619047619048
1,0.9761904761904762
1,0.9285714285714286
1,0.7857142857142857
1,0.8809523809523809
1,0.8095238095238095
1,0.9047619047619047
1,0.9523809523809523
1,0.9761904761904762
1,1
1,0.9047619047619047
1,0.9047619047619048
1,0.9285714285714286
1,0.8809523809523809
1,0.8571428571428571
1,0.7857142857142857
1,0.8333333333333333
1,0.8571428571428571
1,0.9047619047619047
1,0.8571428571428571
1,0.9761904761904762
1,0.8809523809523809
1,0.8809523809523809
1,0.8809523809523809
1,0.7857142857142857
1,0.8809523809523809
1,0.7380952380952381
1,0.8095238095238095
1,0.8571428571428571
1,0.9047619047619047
1,0.8571428571428571
1,0.9523809523809523
1,1
1,0.9047619047619047
1,0.9523809523809523
1,0.6666666666666666
1,0.8571428571428571
1,0.7619047619047619
1,0.9523809523809523
1,0.8809523809523809
1,1
1,0.9047619047619047
1,0.7857142857142857
1,0.7857142857142857
1,0.8809523809523809
1,0.8095238095238095
1,0.9047619047619048
1,0.9047619047619048
1,1
1,0.9047619047619047
1,0.8571428571428571
1,0.9285714285714286
1,0.9523809523809523
1,0.9523809523809523
1,0.7857142857142857
1,0.8095238095238095
1,0.8809523809523809
1,0.7857142857142857
1,1
1,1
1,0.8571428571428571
1,0.9047619047619047
1,0.8333333333333333
1,0.7380952380952381
1,0.7857142857142857
1,0.8809523809523809
1,0.7857142857142857
1,0.8095238095238095
1,0.9047619047619047
1,0.8095238095238095
1,0.9523809523809523
1,0.8809523809523809
1,0.9285714285714286
1,0.9047619047619048
1,0.7142857142857142
1,0.9523809523809523
1,0.8571428571428571
1,0.8571428571428571
1,0.9523809523809523
1,0.8571428571428571
1,0.9047619047619048
1,0.9761904761904762
1,0.9761904761904762
1,0.8095238095238095
1,0.9047619047619048
1,0.9047619047619047
1,0.8571428571428572
